user_id,time
103802946,17/12/19
100684618,29/11/19
100509623,9/12/19
110253038,29/11/19
104221274,26/11/19
116730636,1/12/19
100684618,17/12/19
110253038,28/11/19
104221274,11/12/19
106557109,30/11/19
103582986,21/11/19
106557109,19/11/19
104221274,3/12/19
110253038,16/12/19
100509623,18/11/19
103582986,20/11/19
106557109,12/12/19
110253038,12/12/19
103582986,25/11/19
106557109,11/12/19
103802946,21/11/19
110253038,25/11/19
110253038,2/12/19
106557109,27/11/19
116730636,5/12/19
100509623,30/11/19
103802946,22/11/19
106557109,8/12/19
104221274,16/12/19
110253038,30/11/19
103582986,22/11/19
100684618,13/12/19
110253038,6/12/19
103802946,9/12/19
103582986,5/12/19
100509623,2/12/19
103582986,23/11/19
106557109,25/11/19
104221274,17/12/19
100684618,27/11/19
110253038,9/12/19
104221274,20/11/19
100684618,8/12/19
103582986,16/12/19
103802946,15/12/19
103582986,13/12/19
110253038,5/12/19
106557109,9/12/19
103582986,3/12/19
110253038,4/12/19
100509623,10/12/19
103891828,30/11/19
110253038,15/12/19
110253038,21/11/19
106557109,6/12/19
103802946,8/12/19
116730636,26/11/19
103891828,15/12/19
116730636,6/12/19
103802946,4/12/19
100509623,3/12/19
116678892,22/11/19
103582986,2/12/19
103582986,26/11/19
116730636,19/11/19
100509623,5/12/19
106557109,16/12/19
116678892,14/12/19
106557109,20/11/19
100509623,6/12/19
116678892,12/12/19
106557109,26/11/19
104221274,10/12/19
116678892,15/12/19
106557109,7/12/19
116678892,5/12/19
103898055,12/12/19
103898055,7/12/19
103898055,24/11/19
106557109,4/12/19
103898055,9/12/19
116678892,23/11/19
103898055,30/11/19
103898055,3/12/19
116678892,8/12/19
103898055,6/12/19
116678892,7/12/19
116730636,29/11/19
103898055,22/11/19
103898055,15/12/19
116730636,2/12/19
103898055,13/12/19
116678892,4/12/19
116678892,9/12/19
103891828,2/12/19
103898055,23/11/19
116730636,4/12/19
116678892,10/12/19
107874169,8/12/19
103891828,27/11/19
103891828,26/11/19
107874169,7/12/19
103898055,2/12/19
103898055,1/12/19
107874169,3/12/19
116730636,23/11/19
116678892,6/12/19
107874169,22/11/19
103898055,8/12/19
104221274,12/12/19
106557109,5/12/19
107874169,10/12/19
107874169,16/12/19
107874169,6/12/19
107874169,15/12/19
107874169,4/12/19
103898055,18/12/19
107874169,23/11/19
107874169,11/12/19
11087331,10/12/19
107874169,18/11/19
116730636,21/11/19
11087331,13/12/19
100509623,25/11/19
11087331,3/12/19
11087331,11/12/19
116678892,11/12/19
11087331,2/12/19
103582986,24/11/19
11087331,16/12/19
107874169,9/12/19
116730636,20/11/19
107874169,13/12/19
116730636,3/12/19
104221274,30/11/19
11087331,15/12/19
11087331,4/12/19
112296733,1/12/19
132252054,27/11/19
112296733,4/12/19
132252054,26/11/19
132252054,29/11/19
112296733,25/11/19
132252054,3/12/19
100509623,27/11/19
132252054,18/12/19
107874169,19/11/19
132252054,18/11/19
132252054,16/12/19
112296733,24/11/19
132252054,17/12/19
112296733,30/11/19
112296733,29/11/19
132252054,24/11/19
112296733,15/12/19
107874169,12/12/19
107874169,24/11/19
106557109,23/11/19
132252054,28/11/19
133088851,13/12/19
112296733,18/12/19
104221274,13/12/19
133088851,26/11/19
133088851,11/12/19
107874169,28/11/19
133088851,12/12/19
107874169,14/12/19
133088851,4/12/19
116678892,16/12/19
133088851,20/11/19
119732530,18/11/19
119732530,25/11/19
119732530,14/12/19
107874169,30/11/19
119732530,28/11/19
119732530,8/12/19
119732530,19/11/19
133088851,28/11/19
119732530,21/11/19
116071825,17/12/19
112131404,19/11/19
116071825,7/12/19
116071825,4/12/19
133088851,6/12/19
119732530,23/11/19
112131404,3/12/19
116071825,3/12/19
112296733,22/11/19
100509623,28/11/19
116071825,12/12/19
112131404,21/11/19
116071825,18/11/19
112131404,4/12/19
112131404,25/11/19
116071825,11/12/19
112131404,5/12/19
116071825,14/12/19
112296733,26/11/19
112131404,2/12/19
112131404,23/11/19
116071825,26/11/19
135099670,11/12/19
116071825,5/12/19
135099670,18/11/19
135099670,12/12/19
135099670,6/12/19
112131404,30/11/19
135099670,14/12/19
107874169,18/12/19
112131404,9/12/19
116071825,8/12/19
135099670,4/12/19
116071825,27/11/19
112131404,18/12/19
135099670,23/11/19
112131404,7/12/19
116071825,28/11/19
112131404,11/12/19
135099670,20/11/19
107874169,27/11/19
120154530,4/12/19
112707614,7/12/19
135099670,3/12/19
112707614,13/12/19
116071825,16/12/19
135099670,21/11/19
112561774,23/11/19
120154530,12/12/19
112707614,20/11/19
112561774,30/11/19
120154530,9/12/19
112707614,10/12/19
135099670,13/12/19
112561774,11/12/19
120154530,30/11/19
112707614,25/11/19
135099670,8/12/19
112707614,8/12/19
112561774,29/11/19
120154530,11/12/19
135099670,26/11/19
135099670,22/11/19
112561774,24/11/19
120154530,25/11/19
120154530,18/11/19
116071825,1/12/19
112561774,19/11/19
120154530,14/12/19
116071825,23/11/19
120154530,19/11/19
112707614,24/11/19
135157689,19/11/19
112707614,2/12/19
135157689,26/11/19
112561774,13/12/19
135157689,18/11/19
112561774,28/11/19
120154530,2/12/19
107874169,17/12/19
135157689,25/11/19
120154530,8/12/19
117155106,30/11/19
135157689,17/12/19
112707614,26/11/19
112561774,16/12/19
112707614,18/12/19
135157689,15/12/19
112707614,23/11/19
135157689,28/11/19
120154530,27/11/19
112707614,28/11/19
117155106,2/12/19
107874169,26/11/19
135157689,5/12/19
107874169,25/11/19
135157689,12/12/19
135157689,9/12/19
117155106,10/12/19
112561774,27/11/19
112707614,4/12/19
120154530,13/12/19
117155106,7/12/19
135157689,1/12/19
112561774,18/12/19
120154530,20/11/19
112707614,16/12/19
117155106,3/12/19
11268219,4/12/19
112707614,14/12/19
117155106,5/12/19
11268219,5/12/19
135157689,2/12/19
112561774,15/12/19
117155106,8/12/19
11268219,18/12/19
135157689,16/12/19
117155106,18/11/19
11268219,22/11/19
112561774,9/12/19
11268219,1/12/19
112561774,10/12/19
120154530,16/12/19
117155106,4/12/19
11268219,21/11/19
107874169,5/12/19
135157689,10/12/19
112561774,18/11/19
112561774,17/12/19
112707614,3/12/19
11268219,10/12/19
117155106,21/11/19
11268219,6/12/19
112561774,1/12/19
114147715,14/12/19
112707614,17/12/19
117155106,20/11/19
11268219,12/12/19
114147715,5/12/19
114147715,29/11/19
124926433,8/12/19
114147715,8/12/19
124926433,22/11/19
11268219,3/12/19
135157689,20/11/19
124926433,15/12/19
112707614,6/12/19
114147715,6/12/19
124926433,21/11/19
115226000,28/11/19
135157689,7/12/19
115226000,1/12/19
115226000,15/12/19
115226000,4/12/19
124926433,27/11/19
135157689,11/12/19
115226000,17/12/19
124926433,7/12/19
104221274,19/11/19
115226000,12/12/19
10131505,29/11/19
124926433,1/12/19
112707614,29/11/19
135157689,13/12/19
10131505,15/12/19
115226000,16/12/19
10131505,26/11/19
10131505,25/11/19
112707614,18/11/19
135157689,14/12/19
115226000,2/12/19
10131505,28/11/19
115226000,7/12/19
124926433,5/12/19
115226000,11/12/19
10131505,19/11/19
115226000,6/12/19
124926433,12/12/19
117155106,16/12/19
115226000,5/12/19
10131505,30/11/19
115226000,29/11/19
124926433,30/11/19
112707614,19/11/19
124926433,18/12/19
11268219,2/12/19
115226000,8/12/19
10131505,2/12/19
124926433,23/11/19
11268219,19/11/19
124926433,2/12/19
112707614,30/11/19
117155106,14/12/19
135157689,21/11/19
10131505,17/12/19
11268219,13/12/19
135157689,22/11/19
10131505,16/12/19
115226000,26/11/19
135157689,8/12/19
115226000,30/11/19
112707614,11/12/19
117659143,19/11/19
135157689,18/12/19
117659143,23/11/19
115226000,25/11/19
124926433,4/12/19
117659143,6/12/19
113134393,17/12/19
124926433,29/11/19
117659143,16/12/19
113134393,4/12/19
117659143,18/11/19
113134393,16/12/19
117659143,28/11/19
113134393,22/11/19
121058789,19/11/19
135157689,6/12/19
121058789,17/12/19
117659143,21/11/19
121058789,23/11/19
113134393,23/11/19
117659143,3/12/19
121058789,7/12/19
112707614,15/12/19
113134393,1/12/19
121058789,3/12/19
121058789,13/12/19
10131505,24/11/19
117659143,1/12/19
121058789,29/11/19
113134393,29/11/19
105397406,20/11/19
117659143,30/11/19
105397406,4/12/19
118660140,30/11/19
105397406,9/12/19
118660140,2/12/19
121058789,14/12/19
105397406,3/12/19
118660140,16/12/19
105397406,27/11/19
118660140,6/12/19
121058789,1/12/19
105397406,12/12/19
124926433,10/12/19
117659143,2/12/19
118660140,7/12/19
117659143,24/11/19
105397406,8/12/19
118660140,24/11/19
124926433,16/12/19
123118241,18/12/19
105397406,1/12/19
124926433,26/11/19
112707614,22/11/19
123118241,8/12/19
121058789,21/11/19
117659143,4/12/19
123118241,6/12/19
105397406,2/12/19
123118241,12/12/19
117659143,27/11/19
123118241,10/12/19
121058789,22/11/19
123118241,11/12/19
121058789,28/11/19
105397406,5/12/19
108331566,8/12/19
112707614,12/12/19
123118241,22/11/19
108331566,17/12/19
108331566,4/12/19
121058789,30/11/19
112707614,5/12/19
108331566,3/12/19
117659143,20/11/19
108331566,16/12/19
112707614,1/12/19
108331566,28/11/19
123118241,3/12/19
108331566,14/12/19
105397406,6/12/19
117659143,18/12/19
108331566,13/12/19
121058789,16/12/19
112707614,27/11/19
123118241,30/11/19
105397406,21/11/19
135157689,24/11/19
112707614,9/12/19
123118241,29/11/19
120013837,11/12/19
105397406,22/11/19
120013837,13/12/19
120013837,21/11/19
105397406,26/11/19
123118241,18/11/19
120013837,25/11/19
105397406,13/12/19
120013837,1/12/19
121058789,4/12/19
124926433,25/11/19
105397406,10/12/19
105397406,30/11/19
105397406,29/11/19
123118241,2/12/19
120013837,24/11/19
123237592,25/11/19
123237592,23/11/19
123237592,26/11/19
108957791,19/11/19
108957791,12/12/19
123237592,1/12/19
108957791,6/12/19
117659143,22/11/19
123237592,30/11/19
108957791,4/12/19
12262752,19/11/19
108957791,25/11/19
12262752,10/12/19
108957791,22/11/19
12262752,18/12/19
123237592,24/11/19
108957791,14/12/19
12262752,8/12/19
108957791,18/12/19
120013837,23/11/19
12262752,5/12/19
105397406,28/11/19
108957791,9/12/19
12262752,2/12/19
117659143,25/11/19
12262752,6/12/19
105397406,17/12/19
117659143,26/11/19
108957791,8/12/19
105397406,25/11/19
113922474,27/11/19
117659143,8/12/19
123237592,28/11/19
120013837,12/12/19
120013837,30/11/19
108957791,7/12/19
12262752,7/12/19
113962885,29/11/19
120013837,6/12/19
12262752,4/12/19
113962885,1/12/19
12262752,29/11/19
108957791,28/11/19
113962885,9/12/19
12262752,9/12/19
12262752,18/11/19
113962885,12/12/19
113962885,14/12/19
113962885,6/12/19
108957791,26/11/19
113962885,22/11/19
123237592,27/11/19
12262752,12/12/19
113962885,2/12/19
113962885,28/11/19
120013837,28/11/19
108957791,5/12/19
108957791,29/11/19
113962885,24/11/19
117659143,29/11/19
108957791,30/11/19
112917606,20/11/19
12262752,16/12/19
113962885,27/11/19
12262752,23/11/19
112917606,16/12/19
113962885,23/11/19
113962885,8/12/19
123237592,22/11/19
114650712,10/12/19
112917606,17/12/19
114650712,24/11/19
114650712,29/11/19
114650712,14/12/19
114650712,16/12/19
116217587,11/12/19
124016530,6/12/19
114650712,7/12/19
124016530,14/12/19
114650712,17/12/19
116217587,12/12/19
114650712,5/12/19
124016530,10/12/19
114650712,6/12/19
124016530,16/12/19
116217587,18/12/19
114650712,13/12/19
124016530,5/12/19
114650712,4/12/19
12262752,3/12/19
114650712,12/12/19
124016530,12/12/19
124016530,21/11/19
114650712,15/12/19
114650712,9/12/19
124016530,11/12/19
124926433,3/12/19
124016530,4/12/19
12262752,20/11/19
114650712,27/11/19
124016530,8/12/19
114650712,1/12/19
114650712,8/12/19
124016530,20/11/19
12262752,13/12/19
105397406,24/11/19
124016530,7/12/19
116746209,26/11/19
124793990,12/12/19
124926433,19/11/19
114650712,21/11/19
124016530,22/11/19
116746209,5/12/19
124793990,29/11/19
124793990,9/12/19
116746209,17/12/19
116101597,7/12/19
116746209,23/11/19
124793990,14/12/19
116101597,2/12/19
117659143,5/12/19
124793990,18/12/19
116101597,4/12/19
116746209,11/12/19
116101597,25/11/19
116746209,28/11/19
116746209,8/12/19
116101597,20/11/19
124016530,9/12/19
116746209,3/12/19
116101597,1/12/19
116746209,4/12/19
116101597,19/11/19
116746209,18/11/19
124016530,23/11/19
124793990,15/12/19
116746209,1/12/19
124793990,8/12/19
116746209,15/12/19
105397406,18/12/19
116746209,21/11/19
124793990,13/12/19
116101597,27/11/19
124793990,27/11/19
116746209,24/11/19
124793990,16/12/19
124793990,7/12/19
116101597,29/11/19
116101597,21/11/19
124793990,19/11/19
116746209,29/11/19
116746209,25/11/19
116746209,20/11/19
116746209,14/12/19
116746209,7/12/19
124016530,15/12/19
124793990,4/12/19
116101597,26/11/19
124793990,23/11/19
116101597,8/12/19
123237592,21/11/19
124793990,22/11/19
116101597,5/12/19
124016530,25/11/19
116746209,16/12/19
116746209,27/11/19
129894791,27/11/19
129894791,13/12/19
124793990,20/11/19
129894791,18/11/19
129894791,17/12/19
129894791,30/11/19
116101597,18/11/19
116101597,23/11/19
129894791,18/12/19
129894791,28/11/19
124793990,6/12/19
129894791,4/12/19
129894791,14/12/19
129894791,29/11/19
12428085,9/12/19
12428085,10/12/19
12428085,18/11/19
12428085,24/11/19
129894791,3/12/19
135157689,3/12/19
124793990,18/11/19
12428085,19/11/19
109410073,6/12/19
129177653,18/12/19
109410073,14/12/19
116101597,9/12/19
12428085,20/11/19
135157689,23/11/19
129177653,21/11/19
109410073,16/12/19
12428085,23/11/19
109410073,2/12/19
124926433,24/11/19
116101597,6/12/19
12428085,8/12/19
116746209,30/11/19
129177653,5/12/19
12428085,11/12/19
109410073,20/11/19
129894791,10/12/19
12428085,30/11/19
133933227,4/12/19
117659143,15/12/19
133933227,22/11/19
133933227,20/11/19
109410073,4/12/19
133933227,26/11/19
109410073,19/11/19
133933227,12/12/19
12428085,21/11/19
129894791,15/12/19
133933227,14/12/19
109410073,21/11/19
124926433,11/12/19
129894791,20/11/19
133933227,27/11/19
133933227,10/12/19
133933227,8/12/19
12428085,13/12/19
12428085,14/12/19
116746209,12/12/19
124926433,9/12/19
133933227,24/11/19
12428085,7/12/19
116101597,30/11/19
12428085,12/12/19
109687773,25/11/19
126505815,18/12/19
133933227,2/12/19
109687773,4/12/19
126505815,12/12/19
133933227,15/12/19
109687773,2/12/19
128090856,23/11/19
128090856,30/11/19
109687773,20/11/19
128090856,3/12/19
109687773,13/12/19
109687773,26/11/19
128090856,20/11/19
129894791,8/12/19
133933227,3/12/19
128090856,8/12/19
133933227,11/12/19
109687773,17/12/19
109687773,6/12/19
128090856,12/12/19
116101597,3/12/19
12428085,6/12/19
129894791,1/12/19
128090856,9/12/19
109687773,3/12/19
136870062,24/11/19
109687773,11/12/19
128090856,2/12/19
136870062,4/12/19
128090856,28/11/19
136870062,11/12/19
128090856,18/11/19
128090856,19/11/19
136870062,7/12/19
129894791,11/12/19
12428085,5/12/19
136870062,26/11/19
136870062,1/12/19
129894791,6/12/19
136870062,16/12/19
116746209,6/12/19
136870062,25/11/19
12428085,16/12/19
128090856,16/12/19
133933227,19/11/19
128090856,22/11/19
136870062,23/11/19
109687773,10/12/19
136870062,12/12/19
109687773,30/11/19
136870062,10/12/19
12428085,22/11/19
129894791,25/11/19
136870062,3/12/19
129894791,24/11/19
136870062,19/11/19
133933227,13/12/19
116101597,24/11/19
117659143,7/12/19
129894791,9/12/19
136870062,6/12/19
109687773,24/11/19
109687773,12/12/19
136870062,28/11/19
109687773,29/11/19
136870062,22/11/19
136870062,13/12/19
133933227,28/11/19
109687773,21/11/19
128090856,27/11/19
129894791,26/11/19
12428085,1/12/19
129894791,19/11/19
128090856,25/11/19
116746209,19/11/19
133933227,7/12/19
128090856,14/12/19
136870062,27/11/19
128090856,18/12/19
109687773,28/11/19
128090856,5/12/19
136870062,21/11/19
116746209,2/12/19
109687773,23/11/19
12428085,27/11/19
128090856,4/12/19
116746209,22/11/19
133933227,17/12/19
26125683,18/12/19
133933227,25/11/19
26125683,10/12/19
26125683,7/12/19
26125683,29/11/19
128090856,17/12/19
26125683,3/12/19
26125683,11/12/19
117659143,17/12/19
26125683,6/12/19
128090856,15/12/19
26125683,9/12/19
129894791,5/12/19
128090856,11/12/19
26125683,22/11/19
26125683,15/12/19
26125683,13/12/19
12428085,25/11/19
133933227,18/12/19
128090856,6/12/19
12428085,26/11/19
109687773,14/12/19
128090856,7/12/19
12428085,28/11/19
26125683,12/12/19
26125683,28/11/19
26125683,14/12/19
133933227,29/11/19
26125683,17/12/19
109687773,18/11/19
117973406,16/12/19
117973406,6/12/19
117973406,10/12/19
26125683,24/11/19
116101597,22/11/19
117973406,17/12/19
26125683,25/11/19
117973406,23/11/19
117973406,30/11/19
117973406,25/11/19
117973406,2/12/19
26125683,8/12/19
117973406,18/12/19
117903708,20/11/19
109687773,19/11/19
117903708,24/11/19
117903708,28/11/19
128826910,12/12/19
117973406,15/12/19
128826910,25/11/19
128826910,29/11/19
117973406,28/11/19
117903708,8/12/19
117973406,14/12/19
117903708,30/11/19
133933227,6/12/19
128826910,10/12/19
117903708,19/11/19
128826910,7/12/19
12428085,4/12/19
117903708,21/11/19
128826910,6/12/19
117903708,17/12/19
128826910,18/11/19
117973406,18/11/19
117903708,12/12/19
128826910,28/11/19
117903708,2/12/19
128826910,21/11/19
12428085,2/12/19
133933227,21/11/19
117973406,26/11/19
117903708,1/12/19
128826910,20/11/19
128826910,3/12/19
128826910,24/11/19
117903708,18/11/19
133933227,30/11/19
128826910,30/11/19
117973406,9/12/19
117973406,13/12/19
117903708,13/12/19
26125683,16/12/19
117903708,10/12/19
26125683,26/11/19
117903708,22/11/19
128826910,26/11/19
117973406,11/12/19
117903708,4/12/19
128826910,27/11/19
117903708,16/12/19
129894791,16/12/19
117903708,5/12/19
26125683,23/11/19
110828957,11/12/19
110828957,10/12/19
128826910,16/12/19
110828957,15/12/19
117903708,9/12/19
110828957,8/12/19
110828957,21/11/19
110828957,26/11/19
110828957,16/12/19
110828957,7/12/19
110828957,22/11/19
117903708,15/12/19
111167137,6/12/19
117973406,12/12/19
111167137,17/12/19
111167137,7/12/19
111167137,28/11/19
111167137,10/12/19
128826910,8/12/19
117903708,27/11/19
136769457,29/11/19
136769457,13/12/19
136769457,5/12/19
111167137,5/12/19
136769457,25/11/19
117973406,29/11/19
136769457,14/12/19
136769457,4/12/19
111167137,4/12/19
117973406,5/12/19
136769457,3/12/19
136769457,28/11/19
111167137,18/11/19
136769457,27/11/19
111167137,1/12/19
136769457,17/12/19
111167137,15/12/19
128826910,9/12/19
118986002,8/12/19
111167137,12/12/19
118986002,3/12/19
118986002,1/12/19
118986002,6/12/19
136769457,20/11/19
118986002,15/12/19
118986002,11/12/19
118986002,25/11/19
111167137,13/12/19
118986002,2/12/19
136769457,19/11/19
118986002,7/12/19
129894791,7/12/19
26125683,27/11/19
128826910,18/12/19
128826910,11/12/19
118986002,12/12/19
136769457,11/12/19
118986002,4/12/19
136769457,2/12/19
128826910,19/11/19
118986002,9/12/19
111167137,27/11/19
114157234,7/12/19
128826910,5/12/19
114157234,12/12/19
128826910,17/12/19
118986002,19/11/19
124546232,24/11/19
114157234,21/11/19
124546232,20/11/19
114157234,25/11/19
124546232,25/11/19
114157234,16/12/19
124546232,2/12/19
124546232,18/11/19
136769457,30/11/19
114157234,26/11/19
114157234,24/11/19
124546232,9/12/19
118986002,21/11/19
136769457,15/12/19
114157234,14/12/19
124546232,1/12/19
124546232,18/12/19
136769457,7/12/19
114157234,11/12/19
124546232,16/12/19
114157234,1/12/19
118986002,10/12/19
124546232,17/12/19
136769457,18/12/19
124546232,8/12/19
29524082,9/12/19
29524082,14/12/19
29524082,12/12/19
29524082,26/11/19
124546232,13/12/19
29524082,25/11/19
136769457,18/11/19
114157234,15/12/19
29524082,23/11/19
136769457,8/12/19
114157234,2/12/19
29524082,11/12/19
136769457,9/12/19
124546232,12/12/19
29524082,27/11/19
124546232,5/12/19
29524082,1/12/19
124546232,15/12/19
129894791,22/11/19
29524082,17/12/19
124546232,6/12/19
29524082,18/12/19
114157234,8/12/19
29524082,13/12/19
124546232,10/12/19
118986002,18/12/19
124546232,30/11/19
29524082,15/12/19
136769457,6/12/19
29524082,30/11/19
136769457,10/12/19
124546232,29/11/19
126768074,7/12/19
114157234,19/11/19
126768074,2/12/19
114157234,20/11/19
29524082,24/11/19
126768074,19/11/19
126768074,30/11/19
29524082,22/11/19
126768074,11/12/19
29524082,21/11/19
136769457,23/11/19
128826910,15/12/19
126768074,20/11/19
136769457,12/12/19
114157234,23/11/19
126768074,8/12/19
126768074,24/11/19
114515435,16/12/19
114515435,28/11/19
128826910,13/12/19
129894791,2/12/19
126768074,27/11/19
114515435,19/11/19
126768074,28/11/19
136769457,16/12/19
114515435,12/12/19
114515435,10/12/19
118986002,17/12/19
126768074,13/12/19
114515435,24/11/19
126768074,9/12/19
29524082,28/11/19
114515435,21/11/19
114515435,9/12/19
130638372,16/12/19
126768074,17/12/19
114515435,2/12/19
126768074,23/11/19
130638372,7/12/19
130638372,12/12/19
118986002,24/11/19
126768074,16/12/19
114515435,30/11/19
126768074,25/11/19
130638372,29/11/19
130638372,17/12/19
129489291,18/11/19
29524082,6/12/19
129489291,6/12/19
29524082,2/12/19
129489291,18/12/19
114515435,4/12/19
130638372,9/12/19
129489291,11/12/19
29524082,29/11/19
130638372,30/11/19
129489291,1/12/19
129489291,30/11/19
129489291,5/12/19
129489291,21/11/19
129489291,27/11/19
130638372,24/11/19
134979241,25/11/19
134979241,19/11/19
129489291,26/11/19
126768074,26/11/19
129489291,4/12/19
128108757,4/12/19
134979241,26/11/19
128108757,14/12/19
134979241,6/12/19
129489291,7/12/19
128108757,3/12/19
134979241,22/11/19
114515435,3/12/19
129489291,17/12/19
128108757,13/12/19
129489291,9/12/19
128108757,24/11/19
129489291,14/12/19
128108757,12/12/19
128108757,11/12/19
118986002,29/11/19
128108757,30/11/19
128108757,10/12/19
128108757,18/11/19
128108757,8/12/19
128108757,20/11/19
118986002,20/11/19
128108757,22/11/19
128108757,9/12/19
128108757,16/12/19
137359772,7/12/19
137359772,5/12/19
128108757,23/11/19
137359772,3/12/19
129489291,2/12/19
128108757,15/12/19
137359772,4/12/19
128108757,27/11/19
117903708,7/12/19
137359772,16/12/19
136769457,26/11/19
137359772,12/12/19
137359772,6/12/19
128108757,21/11/19
114515435,8/12/19
129489291,22/11/19
118986002,14/12/19
114515435,20/11/19
129489291,3/12/19
128108757,6/12/19
128108757,5/12/19
129489291,25/11/19
129489291,15/12/19
16788720,8/12/19
29524082,16/12/19
16788720,6/12/19
117903708,26/11/19
16788720,14/12/19
136769457,24/11/19
128108757,1/12/19
16788720,15/12/19
128108757,28/11/19
16788720,12/12/19
128108757,2/12/19
129489291,8/12/19
128108757,29/11/19
16788720,20/11/19
118986002,13/12/19
16788720,10/12/19
114515435,5/12/19
16788720,29/11/19
16788720,27/11/19
16788720,9/12/19
128108757,26/11/19
128108757,18/12/19
16788720,7/12/19
16788720,13/12/19
16788720,3/12/19
16788720,23/11/19
129489291,10/12/19
16788720,2/12/19
118986002,5/12/19
16788720,1/12/19
123006863,22/11/19
123006863,29/11/19
129489291,19/11/19
117489231,18/11/19
11917811,10/12/19
11917811,25/11/19
11917811,19/11/19
123006863,30/11/19
11917811,26/11/19
119949716,19/11/19
123006863,2/12/19
11917811,29/11/19
119949716,11/12/19
123006863,3/12/19
11917811,28/11/19
123006863,1/12/19
11917811,1/12/19
119949716,24/11/19
129489291,16/12/19
11917811,13/12/19
119949716,23/11/19
11917811,16/12/19
119949716,14/12/19
123006863,13/12/19
128108757,25/11/19
16788720,30/11/19
119949716,22/11/19
119949716,21/11/19
16788720,17/12/19
123006863,23/11/19
119949716,27/11/19
123006863,6/12/19
119949716,10/12/19
123006863,25/11/19
16788720,24/11/19
11917811,20/11/19
123006863,24/11/19
129489291,24/11/19
119949716,13/12/19
11917811,17/12/19
119949716,16/12/19
16788720,21/11/19
129489291,23/11/19
119949716,8/12/19
16788720,26/11/19
119949716,29/11/19
123006863,9/12/19
117396268,26/11/19
123006863,26/11/19
117396268,11/12/19
16788720,18/11/19
117396268,25/11/19
11917811,18/12/19
117396268,27/11/19
117396268,15/12/19
117396268,28/11/19
128108757,19/11/19
117396268,24/11/19
119949716,20/11/19
119949716,12/12/19
11917811,30/11/19
132397628,28/11/19
119949716,9/12/19
132397628,30/11/19
16788720,22/11/19
129489291,20/11/19
132397628,12/12/19
